,content
anger,마침내 세월호를 육지로 끌어올린 힘도 무력감과 죄의식의 연대들이 만들어낸 분노가 근본 동력이었을 것이다. 박근혜 정부와 언론들까지 가세해 참사 피해자들의 상처에 소금을 뿌려댔는데도 피해자들이 버틸 수 있었던 것은 시민들의 그 거대한 무력감과 죄의식의 공기가 수호천사처럼 그들을 감싸고 있었기 때문이다. 그것 외에 우리가 가진 건 아무것도 없었지만 그 힘은 무도한 정권을 끌어내리는 힘의 결정적인 일부였을 것이다.
anger,양부모 6차 결심공판 및 구형 오늘 아침부터 현재까지.. 양천경찰서 과잉진압 !!! 양부 양모.. 국빈입니까? 대통령도 저렇게는 안하겠네요 대접 대단하네요?? 정인이를 이렇게 지켜냈어야죠 네??? 아이들을 이렇게 보호해야죠!!! 경찰이 할 일은 살인자 보호가 아니라 학대 아동 보호!! 범죄 피해자 보호!! 선량한 시민 보호!! 입니다 엄마들 몇 명 바닥에만 앉아있는데 경찰 인력낭비 대단합니다 방패.. 소화기.. 무기 왜 필요한거죠?
anger,넘 맛있던 로 마음정화?? 이날 맛있던 순서대로 순서로! 진짜 소꼬리는 너머너무 술이 술술 사케추천까지 좋았던 곳?? 좋은 사람들과의 햄복한 시간 . . . 매일 지만 진짜 아 ㅈ같다 오늘같으면 진짜 곧 퇴사각인데 싶은날이 손꼽게 있는데 오랜만의 전 오늘이 바로 그날 옆자리분이 무슨일이 일어날때마다 애정이뚝뚝 떨어진다 라고 표시한 우리 회사인데 정말 그말이 맞는듯^^ 진짜 주변 사람들이 넘넘 좋지 않았다면 이미 백수일듯 . . . 2시간
anger,봄이오고 예쁜 꽃도 이렇게 피는데~ 이번주 미개한 인간들 상대하느라 애썼다. 인생이 재미난게 한꺼번에 온다! 그래도 기특하게 40대 접어드니 지혜로움이 생기고 참을성과 냉정함이 생기기 시작했다! 하지만.... 호박씨 까는건 아직 못버렸다.. 니미~ 나이 쳐 잡수시고 남탓만 하고 그렇게 사시니 당신들은 진정한 삼류인생! 하는짓 생각하는 수준 참~ ?? 뭘 배우겠니? 에휴~ 꽃보며 참자~ 차키 주머니에서 빼다 하수구에 빠져 버려라!
anger,정권 바뀌면서부터 계층 이동의 사다리가 하나 둘 다 사라지고 있다고 했었고 그 결과물이 지금과 같은 현상인데 이 현실을 아직도 깨닫지 못하고 애써 외면하는 부류들은 무엇이고 그런 부류들을 계속해서 지지하는자들은 무엇인가.. 그리고 가뜩이나 요즘 회사에서 똥팔육 무쓸모 늙은 부장놈들 때문에 진짜 하루하루 분노에 꽉 차서 일하는중인데 딱 저 기사에 나오는 기성세대들이 저 세대다. 그래서 그런지 저런 소식 들으면 더 열받는듯..
anger,우리집 이쁜 꽃을 파내어 훔쳐간 .. 이럴때 증말 왜 그럴까? 하는 생각이 든다. 훔쳐간 꽃 심어서 크는거 보면 자신의 그릇된 도둑질이 계속 생각나지 않을까? 누군가에게 상처를 주고 자기만 좋으면 된다는 사람은 아마 양심이란게 없는거겠지? 미처 따라가지 못한 떨어진 꽃을 보며 마음이 아프다. 울엄마의 엄청난 사랑을 듬뿍 받으며 큰 애인데... 이건 납치다! 애완식물을 가져간 당신! 잘먹고 잘살지 말고 쌀도 떨어지게 살아라!
anger,내가 장사하니까 칼맞을까봐 좋게 답해준게 졸라 우습게 보여서 계속 저러는거겠지?? 증거물로 캡쳐해두고 인스타로 일단 신고함. 사이버수사대에도 신고할까 지금 생각중...저사람 부인이 너무 안쓰럽다. 저런 파렴치한인지 알까?; 진짜 이럴때는 살인이 합법이였으면; 저렇게 메세지한 손가락 못쓰게 인두로 지져주고싶다 진짜;; 극혐ㅡㅡ....... 다시 생각해도 깊은빡침이 드민다. 
anger,마침내 세월호를 육지로 끌어올린 힘도 무력감과 죄의식의 연대들이 만들어낸 분노가 근본 동력이었을 것이다. 박근혜 정부와 언론들까지 가세해 참사 피해자들의 상처에 소금을 뿌려댔는데도 피해자들이 버틸 수 있었던 것은 시민들의 그 거대한 무력감과 죄의식의 공기가 수호천사처럼 그들을 감싸고 있었기 때문이다. 그것 외에 우리가 가진 건 아무것도 없었지만 그 힘은 무도한 정권을 끌어내리는 힘의 결정적인 일부였을 것이다.
anger,"좁디좁은 상자 속에 욱여 넣었던 퀴퀴한 감정이 하나, 둘 뛰쳐나와 마음 속을 노닌다. 내 마음 속을 헤집고 다니는 것들을 정의내리고 싶지 않았다. 분노가 가득찬 말 한 마디를 건낼 때의 나 자신이 싫었다. 추를 단 듯 무거워지는 마음도, 눈알을 굴리며 눈치보는 당신도.. 참 싫다. 그런데,,,,, 나는 ‘분노’를 소중하게 생각하기로 했다. 나도 나를 우선으로, 분노라는 감정을 무시하지 않는 내가 되어야지."
anger,속아주니 웃겼겠다. 모르고 웃어주니 더 그랬겠네. 마지막까지 속이려 들다니... 거짓말을 못하면 하지를 마세요. 걸리지나 말던가 걸리면 사실대로 불던가. 씨발 이도저도 아니고 사람 기분만 더 엿같이 만들어. 난 떠볼땐 확실하지 않은 건 애초에 궁굼하지도 않았고 안.건.드.림. 내가 떠본다는 건 마지막 기회를 준다는 거. 기회를 날린 건 너. 안녕. 사요나라. 빠이. 내 인생에서 영원히 아웃.
anger,처음에는 내잘못이 50%된다는 마음으로 부족한 면도 많았다 미안한 감정들도 있었는데 점점 하는 행동들을 보니... 그렇게 상처받았다면서 ㅎㅎ 나 같으면 절대 못할 일 자신이 힘들때 함께해준 사람들을 한맺히게 하고 분노하게 해서 좋은건 없다고봐요 이제 적 이라는 생각밖에 안드니까요 적 이라 생각하면 못할껀 없잖아요 20년정도 알고지내면 모르는것보다는 아는게 더 많은 법. 이제 나도 맞서도록 해야겠음
anger,귀에서 피날 수도.. 어떻게 이렇게까지 경비원에게 욕설을!! 게시 날짜: 2021. 4. 29. 인천의 한 아파트에서 몇 동 몇 호를 방문하시냐는 경비원의 질문에 여성 운전자가 차마 입에 담기 힘든 온갖 욕설을 퍼부었습니다. 방문객은 차단기가 열리지 않는다는 설명에 왜 이렇게 분노하면서 욕을 한 것일까요? 피해 경비원은 급기야 스트레스로 입원을 하고 말았습니다. 풀 영상을 공개합니다.
anger,"어서오세요 세상 어디에도 없는 감정식당입니다 우리 인간이 특히 두려워하는 10가지 감정을 맛있게 요리해서 조금이라도 행복한 인생이라는 요리가 될 수 있게 해주는 불안하고 싶은 사람, 두렵고 싶은 사람, 우울하고 싶은 사람 어디있으랴~~ 그래도 그런 감정은 내게 온다 매일 행복하진 않을테니.... 나를 힘들게 하는 감정들이 와도 내가 다르게 요리하면 맛있게 냠냠 할 수 있을지도 모르지!"
anger,어린이 집에서 또 다쳐왔다...... 매일 똑같은 애 땜에 다치니 나도 사람인지라 많이 쌓이네ㅡㅡ 그 여자 아이가 자동차타고 그 바퀴로 아 발을 밟아 바퀴에 애 발톱이 끼인채로 밀고 닸다고.....? 발톱이 뒤집어져서 피가 나고 멍이 들어왔다....속상하다 여자애라는데 왜케 ...왜그래 대체 우리 아기한테...? 마지막이다 한번만 더 다쳐오면 그 엄마한테한마디 해야겠다
anger,꼬리의꼬리를무는그날이야기 여대생 공기총 살인사건 참으로 슬프고 어처구니도 없고 유전무죄 무전유죄는 말은 계속 이어질듯... 죄없는 사람을 그렇게 없애놓고 형 집행정지까지 하며 여러번 바깥병원에서 살고 외출도한 중견기업 회장 사모님(영남제분 사모님이다...) 맛있는 치킨을 먹으며 보면서 오늘 하루 마무리하는중! 꼬리의꼬리를무는 그날이야기는 역시 참 의미있는 프로다!
anger,"하나둘씩 커저 나아가는 사람들의 속삭임 안들리겠지... 하는데 모두 들려요. 하지만 괜찮아요. 난 원래 이런 사람이니까 정신 나간거 맞으니까. 칼을 들어 손을 그으면 빨간색으로 된 나에 대한 증오의 증표가 나오네요. 검붉은색의 피, 어찌보면 내면의 대한 분노, 어쩌면 다른 사람들리 생각하는 나의 대한 생각 그냥 욕해주세요. 많이많이 자주들어서 그냥 그렇네요."
anger,"너를 어쩜좋을까???? 조용해서보니?? 쓰리랑부부냐??아~~쓰리랑부부..휴.. 엄마 늙은거표나네?? 음메~기죽어??미친6살..죽음의6살.. 진짜 나를 미치게하는그녀.. 그토록하고팟던 폴댄스 시작하니 이젠 제발 인간이 좀 되어주거라~ 배나온 폴댄서~ㅋ 자린이 남편아..밥솥 박살냈다..?? 집도,물건도, 슬슬 나의 멘탈도 박살나기시작. 엄마가 행복해야 온가족이 행복한법!!"
anger,하루종일 비가 옵니다. 아빠와 함께 한 아침 산책 마저도 비 때문에 허겁지겁 집으로 돌아와야 했습니다. 광장과 놀이터를 눈 앞에 두고 돌아서야 했던 로운이의 마음이 얼마나 아쉬웠을까요. 결국 그치지 않은 비는 로운이를 집에 가두고 말았습니다. 엄마가 보낸 사진엔 로운이의 분노가 고스란히 찍혀 있습니다. 내일은 해가 떴으면 좋겠습니다.
anger,"좋은 건 늘 동생이 차지하고 나는 찬밥신세니까 화가 나고 또 화를 내는 게 괜찮다고 생각했었습니다. 그렇게 격한 울분을 터뜨리는데도 반응이 없는 가족들을 볼 때마다 더 거세게 화를 내는 것 말고는 할 수 있는 게 없는 것 같았어요. 하지만 돌아보면 그것이 결국 저 또한 이 가족 내에서 또다른 가해자일 뿐임을 상기시켜 줄 때가 있어요. 그래서 가끔, 그 사실이 슬퍼요."
anger,니들이 진짜 사람...이야?? 정말 욕쓰고 싶은데.. 미치도록 화딱지 나는데 저따구로 말할 수 있구나 니들 일 아니라고?????? 저런것들 좀 잡아가!!! 저런 개새끼들 좀 잡아쳐넣으라고! 가해자들 보호만 처하지말고 피해자 보호 좀 해라 ?? 울고 싶다 정말.... 말로만 홍보로만 악플러들 잡겠다 저런 범죄 잡겠다 말로만 하지말고 실천을 하라고!!
anger,그 사람은 화를 내고 가버렸어요 나는 그게 내 잘못인 줄 알았어요 나는 남아서 죄책감에 죽어갔어요 그런데 그 사람이 다시 찾아왔어요 무심코였대요 미안하다 사과를 건네네요 나를 죽어가게 했던 일은 무심코라는 단어 하나로 일단락되는 것이었어요 가볍게 건네는 사과를 무심하게 받아줘야 하는데 그럴 수 없었어요 그럴 수는 없어요
anger,잊지 않는 다는 것 사람을 잊지 않는 다는 것은 그 사람이 나에게 영향을 미쳤다는 것이고 사건을 잊지 않는 다는 것은 그 사건이 나에게 강렬했다는 것이며 그 날을 잊지 않는 다는 것은 기억해야 하는 것이다. 그날의 모든 것을 잊지 않으며 그들을 기리며 일년 중 하루는 꼭 떠올려 아픔과 슬픔을 분노와 무력함을 잊지 않아야 한다
anger,"사랑, 우정, 믿음, 애정 이런 이쁜 말들은 누가 만든 것일까 분명 그 사람의 마음도 참으로 이쁠 것이다. 분노, 슬픔, 증오, 고통 이런 아픈 말들은 누가 만든 것일까 분명 윗말을 만든 사람과 같은 사람일 것이다. 사람은 누구나 감정을 가지고 있고, 그 감정은 표현하라 있는 것이겠지. 그래서 솔직히 표현해 보려 한다. 요즘은 조금 사람이 힘들다."
anger,분노의 발길질ㅋㅋㅋㅋㅋㅋ  분명 얼집에선 노래율동으로 저 동작을 했다고 들었는데.. 왜 전이준은 저렇게 쓰는 것인가...  똥손엄마가 여태 남들 다 하는 이런거 한번 못해줘서 진짜 큰 맘 먹고 이준이 500일을 맞이해 나름 사진 좀 찍어주겠다는데 협조1도 안해주시는 아드님 자꾸 유혹하려고 하나씩 주는 과자만 탐내심
anger,여야 떠나서 이런애는 시키지마라 재인이는 참 한심해 ㅡㅡ 장관이 이런 애를 지명하는게 맞나??? 도 없고 을 우롱 하는짓이다 나는 에서 혹시 이 애를 지명했다고 해도 반대 당연히 한다!!! 나는 조국수호대같이 상식과 이성이없는 사람이 아니기 때문이다 13차례 ㅡㅡ 징하네 까지 ㅡㅡ 어찌 정책을 총괄하는 자리에 가는게 상식에맞는가???
anger,가방하나사는것도 왜 일주일내내 오픈런을 해야하는지 사고싶어도 물건이 텅텅비었다 입고소식도 알수없는 사고싶어도 샤넬신이 선택해줘야 살수있다는 요새 장벽높은 샤넬 오픈런해도입장까지 대기시간기본4시간. 진짜.. 이게뭐라고 지난일주일동안 눈에꽂힌시즌백사겠다고 남편까지도와서 온매장다다녔네 결국 청담플래그쉽에서 ㅜㅜ겟
anger,양심상 날씨가 좋지 않은 날 엔 커피 값을 할인 해주셔야 하는게 아닌가 싶었던 곳. 날씨 가 좋지 않은 날 생각 없이 들어갔다가 가격대비 맛 에 뒷통수 제대로 맞고 나온 곳. 아이스 아메리카노 한잔 가격이 13000원인데 맛 은 화 를 불러오게 한다. 차라리 이곳을 갈 바 엔 카누 를 텀블러에 타서 남산가서 마시라고 추천 하고 싶다.
anger,"촬영계획 다 짜놓고 협의까지 다했는데 중간에 전속계약 했다고? 그래 그쪽 대표에게 어차피 나는 한달만 화보 팔꺼니까 이해해 달라고 했지, 그래서 그쪽도 알겠다고 했잖아? 근데 촬영 이틀 남겨놓고 내 촬영이랑 상관없는 그쪽 대표가 왜 내 촬영 컨셉을 바꾸라고 지시하지? 뭐? 나랑은 가볍게 찍어야 한다고? 어디서 엄마없는 소릴 해!"
anger,내가 쓱에 없을때부터 알아봤어야 했는데ㅠ 평소보다 일찍 나갔는데도 앞에 4명이나 있을때도 알아봤어야 했는데... 4개입고... 앞에서 지압이 짤리고ㅠ 분노에찬 런치박스............... 미선아 니 인질 여기있다... 내 스터드좀 구해줘봐ㅠㅅㅠ 하아... 중나에서 7-8만원인거 실화냐..? 이럴거면 해외꺼 직구하지..
anger,사람마다 화가 나면 드러나는 특징이 다 다르다. 나는 웬만하면 겉으로 잘 안 드러내고 혼자 속으로만 태우고 마는 경우가 많다. 느낌은.. 가슴이 답답해지고 힘이 들어가기 시작하면서 등이 오싹해졌다가 턱밑과 귀까지 열이 올라오는 느낌? 암튼 느낌대로 최대한 그려봤다. .
anger,아동학대근절을 위해 오늘 재판 양부모 법정최고형 나와야합니다 뉴스 많이 봐주시고.. 함께 해 주세요 우리나라 최고의 법의학자와 전문가들께서 입증해주시고 말씀해주시는데.. 과학적 추론 및 상황적 증거는 무슨 말도 안되는 소리입니까 판사님 인간도 아닌 양부모 변호해주는 변호사도 마찬가지이고요 cpr핑계 좀 그만 하세요
anger,"급작스럽게 빠져드는 사람. 믿고 싶어지는 마음. 그 가운데 싹트고 쌓이는 의심. 전달할 수 없고 눈에 보이지도 않는, 그러나 터지는 분노. . . 스릴러인 듯 시작하지만 한없이 ‘감정’에 관한 영화. “항의해 봤자 바뀌는 것은 없다”는 언급에서 전해지는 무력감과 부정의 시선이 뼈아프다. 그리고 오래 남는다."
anger,격리 해제되자마자 바로 출근하면서 시간이 순삭 2주가 어떻게 지나갔는지 모르게 너무 많은일이 있었는듯 없었는듯한 느낌 ? 적고보니 2주 반밖에 안됬다니?? 같이 일하는 한놈이 요즘 살살 긁어서 진짜 앞으로 좀 미쳐서 바로 잡아야겠오 간만에 불타오르는 열정
anger,"사람들은 세상을 자기 눈으로 본다. 그 시야에 비친 세상은 오로지 그의 세상으로, 그의 관점에서, 그의 이해로서 수용된다. 당연하게도 상대의 이해를 구하지 않는 그 시선은 내게 퍽 불쾌하다. 내가 이해시키려 하지 않는 것에 대해 함부로 이해하지 말아라. 당신이 도대체 나의 무엇이라고 이렇게 무례하게 구는지. ."
anger,운덩일기 모든걸 이걸로 요약... 정신상태 몸상태 최악이얌... 옷도 뒤집어 입고 언니가 말햐줘서 알아따.... 손안에서 다터지고 엉엉 울었다. 철봉에서도 떠러져따. 토투바도 3개나 더함 ㅜㅜㅜㅜㅜ뿌엥 어류겐이나 먹어라 잉 이거시 한국의 얼이다...띠발
anger,정말 미개하다 징징거린다고 풀어주고 다시 잠그고 다시풀고 반복 노답이다 ㅋㅋ 소잃고외양간 곤치면 모하노 ? ! 이 되도않는 짓거리를 언제까지할까? 내심 기대된다. 지금 이런모습들이 불나방이랑 다를게 모가 있을까? 죽음을 알면서도 불로 뛰어드는 어리석은 모습들 그중에 나도 한명이겟지만.....
anger,제 남친이 친구랑 같은 직장에서 일하는데 그 친구의 여친도 같이 일하는데 본인 남친 앞에서 제 남친한테 갠톡으로 개(멍멍이)사진을 보내면서 귀엽징?이라고 한걸 보게됬는데 열받는게 당연한거 맞죠?댓글 마니마니 바랍니다 (참고로 그 여자랑 제 남친 서로 안친함 부서는 다름)갑자기 그 여자가 톡함
anger,"소설일 거야. 제발 소설이었으면. 헛된 기대와 달리 실화였다. 잘못된 신념이 한 사람의 인생을 파괴했다. 읽는 내내 분노가 치밀고, 책을 덮었다가 열었다를 반복했다. 갇힌 자의 영혼은 과연 누구의 것인가, 가둔 자인가, 갇힌 자인가. 우리 모두가 꼭 읽어야 하는 이야기."
anger,진심 세금을 왜 이따위로 쳐 쓰는건지 묻고싶다 누가 이런걸 쓸거같은가. 정해진 시간에 정해진 아이들이 오는 학원에 이런게 왜 필요한지 전화걸어볼까 등기비용도 안나오는 이런 멍청한 사업은 저 시스템 만드는 업체에 혜택을 주기 위함이라고 밖에 생각이 안됨 이런거 말고 백신달라고 백신!
anger,분노의그림 밤 열시에 아이스크림이 먹고싶다 했지만 원하는 맛이 없었고 나는 젤리랑 과자랑 비타민 등등을 먹을래 라고 물어 봤었다 그러니 갑자기 마음을 그리겠다고 들어갔다 그리기 전에 이미 다 다른건 싫다고 말했던건데 내가 말귀를 못알아 듣는다고 그림으로 알려주는건가 …
anger,4월 10일 한 문장 일 하면서 적당량의 분노가 활력이 될 때가 있습니다. 저 말을 들었던 순간을 며칠이 지난 아직까지 잊지 못하네요. 그 화가 아직도 남네요. 전 크리에이티브의 힘을 믿습니다. 그리고 전 제가 믿는 것을 증명하기 위해 최선을 다하겠습니다. 고마워요.
anger,얘드라 나 유자야 요몇일 내가 더워했더니 유자언니가 여행가기전에 내 몸 털을 싹 밀어놨다 시원하긴 한데 내 미모 어디로 갔냐? 이때는 내가 집가는 줄 알고 즐겁게 찍었다. 도착해보니 동물병원이더라 아오 진짜 예민하다고 강동송파 마취미용 안하는 곳 추천해주세요.
anger,대충 그럴거라고 예상은 했지만 확실하게 확인하고 나니 계속해서 밀려오는 배신감과 분노는 . 이미 지난일이고 끝난관계이니 이제와서 어떻게 할 수도 없는 상황이라는것이 더더욱 화를 삮일 수 없게 하는 것 같다 . 이럴 때 난 무엇을 어떻게 해야하는 것인지
anger,"""분노의 신호를 감지하는 순간 일단 멈춰 선 다음, 가능한 한 자신의 입에 고삐를 채워 분노가 터져 나오는 것을 미리 막는 것이 최선이다."" 자신의 몸과 마음을 피곤하게 하는 일을 멀리하고,평온한 자들을 곁에 두고, 몸과 마음을 지치지 않게 할 것."
anger,아침에 코인 관련 뉴스 보면서 들었던 생각을 누군가 청와대 국민청원에다 올렸다. 근데 진짜 다 저런 심정으로 주식이며 코인에 뛰어든 사람 수두룩 할꺼다. 아무리 계산기 두들겨봐도 내집마련은 정말 꿈 같은 얘기가 됐기 때문이다. 이젠 뭐 10억은 돈도 아니다.
anger,비 12시 넘어서부터 온다며...(7시에 일어났음) 날씨때문에 한강 못다녀와서 우울한 망고
anger,저녁준비끝 저녁 차릴려고 준비중 최스방 갑자기 약속있다며 아들이랑 둘이 먹으란다 준비 다 했는데 갑자기 저녁 먹고 온다하면 되요 안되요? 아놔~~ 이 양반을 죽여살려?? 아들 너도 존말할때 컴퓨터 끄고 밥 먹을 준비해라잉~ 꼬막무침에 밥 폭식할 예정
anger,거기 아저씨 모습처럼 은 좀 버겁지만 아저씨 처럼 멋스럽게 는 나이먹어볼께요 그럼 일단 마스크부터 하게 칠해야는거 아녀? 빤쥬는 이미 갖고 있응께
anger,감정은 있는 그대로 온전히 느끼고 어떻게 표현할지 배우는 것이 중요합니다. 감정이 다채롭다는 것은 채널이 다양한 티비와 비슷한 건 같습니다. 보기 싫은 감정의 채널이 나온다고 돌려버리기 보다 어떤 내용인지 자세히 들여다보고 이해하는 훈련을 해보면 어떨까요!
anger,"태어나서 제일 화난 모습 정말 역대급 엄아, 아빠가 놀란 서윤이 모습... 외증조할머니, 할아버지 집이 너무나 낯설어서 잠자기 싫다고 떼쓰는 우리 공주 화내는 모습이 왜 자꾸 귀여운지.. 진짜 악을 쓰고 소리를 지르며 물통도 던지고 난리가 났다"
anger,다이어트중인데 스트레스 받아서 먹어버렸다!!!악! 오늘은 전신운동이다!!! 상처주는사람은 아무렇지도 않고 가만히 있다가 뒷통수 맞은 사람만 힘드네 혼자 집에 그냥 있다가도 울컥함 거의 한달 째 ㅠ 이 더러운기분 어떻게 풀어야하나 제발 어떻게든 벌 받길
anger,힘들고 우울한 맘 다른사람한테 함부로 말하지 말라는데 그럼 난 누구에게 말 해야하나요 누구에게 답을 찾아야 하는건가요 그 답은 오직 나만 아는것인가요 적어도 털어놓을사람 한명쯤 있으면 좋겠는데 그런 사람조차 없는 내가 너무 초라해지네요
anger,공항에서 이동중!! 케리어 사건의 충격과 유럽에 왔다는 마음이 서로 싸우며고 입국 심사의 늦음으로 미안함이 내 기분을 휩쓸고 (완전 혼돈의 카오스!!) 정신 줄을 노을랑 말랑 하던도중 일행의 카메라 셔터음이 들려 나도 모르게 급하게 찍은 사진들이다…
anger,미수반 불의에 빡친 두분을 그려보았습니다...랃님은 차분하지만 저지하기 위해 앞으로 나가려는 느낌이고 션님은 가만히 있지만 사람의 감정을 잘 알기에 속깊이 분노하는 느낌.... ?칭찬이 고파요 칭찬해주세요 (번아웃 상태) 라더 팬아트 
anger,아니 쉬벌 오늘 얼마나 빡쳣나면요 응 내가 병원에 약타러 9시에 갓는데 쉬발 정신과에 다이어트약타러온 사람들때문에 약을 55분에 받았어요 그래서 지각하고 아침에 개털리고 얼마나 빡이치겠어요 안치겠어요??? 쉬발 약먹고 쳐빼지말고 운동을 해 썅련들아
