,content
surprise,와..공원에서 맥주먹다 칼침맞을뻔... 어메이징 우리동네.. 집앞 공원이 인적이 없어서 혼술하기 좋아서 혼자서 맥주몇캔 마시고있는데 갑자기 몸좋은 아저씨가 등에 일본도 차고와서 칼빼들더니 칼춤추기 시작함...시크하게 다시 등에 일본도 차고 가긴했는데 오금이 저렸다...ㄷㄷ;; 나 찌르러 오는줄;; 겁나 날카롭더라;;;
surprise,친구 동생이 파주에 도너츠 맛집이 있다고 해서 어제 검색해 보니 오늘 두번째 와야하는 거래처 바로 근처에 있어서 오전에 예약하고 왔는데~ 와~작은 도너츠 가게 인줄 알았는데 기업임~ 사람들이 줄서서 가져감.. 작은박스는 소진시까지 당일구매되서 일단 못참고 사먹었는데 살살 주문한게 아쉽다.ㅠ 파주오면 무조건 구매
surprise,오늘밤 달~ 나무사이에~ 오늘 또 코피가 .ㅜㅜ 엄마랑 삼겹살 파티 끝무렵에...오늘 라레님댁 동경님도 영접하고 아가미스튜디오 프로젝트를 위해 아이패도도 사고 엄마 모시고 안과도 다녀오고..좀 무리되었나..으휴 놀램..ㅜㅜ 얼른 누웠다 좀전에 일어남 ㅜㅜ 무튼 오늘밤에도 커다란 달이 ~ 너무 예뻤다~!!
surprise,처음으로 끝까지 정상 올라가봄 본인이 자랑스럽다며 열심히 혼자 빨리 내려가다 길잃음 학교에서 자주 가는 산이라 나도 너무 안심하고 있었다 마침 학교에 사람들이 있어서 같이 찾고 결국 경찰까지 와서 찾고ㅜㅜ 엄마 다시는 못만날까봐 두려웠다고?????? 은조 찾으려고 산을 두번을 올라갔더니 하ㅜㅜ다리에 힘풀림 3일
surprise,"우리 득구 클날뻔 했어요~ 갑자기 오늘 오전에 비틀거리다 주저 앉아버렸어요. 어제 장성갔었는데 이마에 진드기가. . . . . 바로잡고 병원데려가서 피검사하고, 약먹고 휴~ ~ 이제 괜찮아졌는데 진드기 정말 무서운놈인것 같아요 이제 풀밭 산책도 못데꾸 가겠어요. 강아지 키우시는분들 진드기 조심하세요~"
surprise,"산책 갔다 와서 발 씻고 발톱 자르는데 타니가 확 움직여서 발톱이 짧게 잘려 피 봤어요 깜지는 가만히 있어서 이런 적이 없었는데, 타니는 너무 움직여서,,,,,,ㅠㅠㅠ 피가 뚝뚝 떨어지는데,,,,ㅠㅠ 진짜 식겁했어요ㅠㅠㅠ 일단 응급처치로 소독하고 지혈되라고 붕대 감고,,, 언니가 미안해 . ."
surprise,눈이 온다며 좋아하는 아들!!! 아빠 차를 밖에 주차 해놔서 치우러 간김에 눈사람 만들기 놀이를 하고 왔다ㅋㅋㅋㅋㅋㅋ 신랑은 집에서 둘째보고 있다가 돌아온 우리를 보며 기겁했다;; 옷이 다젖어서 빨아야하기 때문에ㅋㅋ 하지만 우리 아들이 즐거웠다면 괜찮당ㅋㅋ 오랜만에 오신 눈 덕분에 우리아들 신났네~
surprise,이씨..에스컬레이터 타고 올라오는데 계속 화재경보기 울리고 안내방송에서 화재가 발생했습니다 그러길래 어..나가야하나? 이러고 방황하다가 다른사람들도 나와 같이 어리둥절 하고 있길래.. 뭐지 하고 있었는데 알고보니 소방화재교육한다고.. 그런거였어.. 안그래도 마음 심란한데..나한테 왜그러는거야..
surprise,아까 화장실 갈려고 갔는데 화장실에 누가 있어서 문잠겨있다 그래서 급해서 밖에 공원 화장실 갔다 가는길에 무서웠다 하늘을 보는데 빌라위에 옥상에 무슨 무서운게 있었다 유령같은거나 귀신같은게 있었다 너무 무서웠다 그래서 뛰어갔다 밖에 화장실은 너무 무섭다 ㅠ ㅠ 얼른 나와서 빨리 뛰어서 갔다 ㅠ ㅠ
surprise,왜 안좋은일은 나만 생기는것 같지... 진짜 넘나 속상하다?????? 내가 안다친게 진짜 운 ... 자칫 잘못 했음 덤프트럭에 깔려 하늘로 갈뻔... 꽤나 운빨이 좋은 나니깐 그냥 좋은일이 있으려고 이런 거라고 생각 하자!!! 아직도 생각 하면 심장이 떨려... 다시 운전할수 있겠지??
surprise,아니 어제 갑자기!!!! 나중에 다시시도해주세요?!?!?! 잘못한것도 없는데 왜?? ?????? 인터넷 검색해도 지인들께 물어봐도 가끔 그런다는 말만.. 다행이ㅠ오늘은 바로 되네요 혹시 가끔외국에서 접속시도했다고 알람오던데 그것땜?? 누구냐넌.. 의견을알려주세요만 수십번누름;;
surprise,늦었다...알람소리도 못 듣고 달콤한 잠을 자다 깼더니 7시 47분...으아.... 봄이라서 자도 자도 졸린건가 아님 허리가 아파서 먹는 약때문인가 눕기만 하면 잠들어버린나...먹고 자고 먹고 자고...겨울잠이 아니라 봄잠을 자는 것 같다
surprise,ㅜㅠㅠㅠㅠ아니 모르는 문제 찾아보려고 콴다를 깔아서 찾아보려는데 카메라 권한이 없어;;; 너무 당황해서 어쩌지 이러면서 30분을 쩔쩔매다가 엄마한테 카메라 혹시 지웠어... 물어보니까 잠궜데ㅠㅠㅠ 아 깜짝아ㅜㅠㅠ 맛간줄 알았잖아요ㅠ어머니..... 말좀....
surprise,치킨을 튀기다가 떡이 생각나서 같이 튀겼어요. 그런데!! 떡은 절대 튀기면 안된다는걸 새삼 다시 깨달았어요. 팝콘 튀듯 기름에서 터지는 바람에 놀라서 인덕션 끄고 뚜껑을 덮었는데 뚜껑이 들썩이면서 기름이 튀었어요. 다치진 않았지만 놀라서 치킨은 못 먹겠어요..
surprise,울 아파트 정원~~신기한 현상~ 녹색 작은 나무인데~~아래부터 ~ 잎이 노란색으로 바뀌고 있어욤~ 4월 말인데~~이런 현상을 보니~ 신기하네욤~~앞전에 단풍나무도~ 빨간색으로 바뀌고욤~~
surprise,뭐야무야이거뭐야!!!!!!!!!! 결혼기념일 선물이야뭐야!!!! 기념일 아니여도 늘 선물받지만 어우 기념일에 받으니 더 좋네 이 서위트가이 어쩌면 좋지 근데 미안해 내가 먼저 받아서 먼저 뜯어버렸다 아핰ㅌㅋㅋㅋㅋ핰ㅋㅋㅋㅋㅋㅋ
surprise,. . . 76일차로 넘어가는 밤?? 우리의 라울리는 엄마와 아빠와 라울리가 놀라는 세미 뒤집기를 성공했다...! 정말 정말 놀랍고 대견하고 ... 멋져 우리 라울리 . . . 이제 진짜 뒤집기 준비해야겠다…
surprise,요즘 계속 먹고 먹고 또먹고 라이트커피 믿고 너무 먹는듯ㅜㅜ 오랫만에 간 올리브 델 쿠치나 음식양보고 놀라고 다먹고 또 놀라고 ㅋㅋ 맛도 좋고 가격도 착하고 가성비좋은 올리브 오랜 맛집만큼 기대를 저버리지 않아요 계속 오래오래 있어줘 델 쿠치나
surprise,"밀면서 걷다??????????? 밤잠 전, 분유타고 나왔는데 릿철소프트의자를 잡고 밀면서 걷고 있네?!?!?! 이게 무슨 일이야?? 일시정지하고서 멍하니 쳐다봤다 대견하네 우리 서온이 벌써 이렇게 성장했구나 엄마가 항상 옆에서 응원해줄께??"
surprise,세상서럽게 우네?????? 멍때리고 멍뭉이보는데 할아부지가 승훈아~~ 까꿍 하면서 박수 쳤는데 그소리에 놀라서 대성통곡 할아부지는 아임쏘리를 계속 외치시고 남자가 그렇게 잘놀래서 어카니 ㅋㅋㅋ
surprise,오늘 윤서가...어린이집에서 올챙이 가져왔다.헐!!!!!!!!!!!!!!!!! 그것도 넉넉하고.넘치도록 6마리주셨네. 숫자6을 좋아하는지 어찌아시고?? 당분간 6이 싫어질듯 ㅎㅎㅎㅎㅎㅎㅎㅎ 집안일 하나 더늘었네.?? .
surprise,회사 생활 10년 넘게 하고 있지만 회사로 꽃배달은 너무 놀람 다행히 레고누나의 생일 선물 이제 생일도 무감각하지만 그래도 축하해주니 기분은 좋네 3월 20일 이날 태어났습니다
surprise,시간이 몇시인가요?? 지금은 밤 10시입니다 코로나 확진자가 나왔다는 급한 알림도 아니고... 가만히 있다가 깜짝 놀래서 숨넘어갈뻔.... 단계유지는 뉴스에도 기사에도 다 나와요 진짜 급한거 아니면 시간은 좀 지켜주시죠.
surprise,365일 세콩맘 카레가루가 진짜 신의한수 떡볶이 맛이 진짜 완존 달라졌어요 어떻게 이렇게 맛이 어떻게 요리가 달라질수있는지 진짜 넘 맛있고 신기하네요 자꾸 먹고싶은맛 이제부터 떡볶이 만들때는 무조건 카레가루 추가요
surprise,짜파게티는 사랑이쥬?? 짜파게티 바질에 싸서 먹어보신 분ㅋㅋㅋ 궁금해서 도전 해봤는데 웬걸...? 맛있네.....? 무슨 일이람...? 약간 깻잎에 싸먹는 느낌도 나고ㅋㅋㅋㅋ 입맛 참 신기하다 싶지만 신기하게 먹을만했다??
surprise,????시안스타그램?? 시안이 목욕하는 중에 비누방울 불어줬는데 시안놀람??ㅋㅋㅋㅋㅋ 너 너무 귀여워........?? 근데 분유량은 늘긴커녕 줄어드는거 같은 것은 기분탓일까요...??? 누나가 입었던 수영복은 찰떡소화?? 3주
surprise,자다가 화들짝 놀랐쟈냐~~ 우리 할미냥 놀라면 심장에 무리간단 말이다!
surprise,언제부터 뒤집어서 주무셨다고 뒤집어서 자고 있어여 숨 안쉬는줄 알고 등에 손 먼저 대서 숨쉬는지 먼저 확인 양 매일 올려놓고 자다가 없어서 뒤집은거 같은데 엎드려자는건 처음봐서 아주 식겁.... 딱 붙어서 자야지....
surprise,"아니 벌써... 천문스쿨의 역사와 함께한 작은곰 친구들~ 초등학교 입학을 시작으로 어느새 중학교 입학까지... 횟수로 7년째 수업을 이어 가고 있는 중입니다. 교복을 입은 아이들을 보고, 쌤들 모두가 놀랐네요~"
surprise,열일하고 있는데 상무님께서 갑자기 너무 어지러우시다며 대구로 병원가야한다고 하셔서 급하게 병원도착해서 접수기다리는데 주머니가 뚠뚠해서 보니...ㅎㅎ
surprise,저녁 갑자기 여름이 찾아왔다 더워서 놀라고 확진자 숫자에 놀라고 카페에 사람들 많아 놀란 하루 . 지난주에 시댁에서 보내주신 두릅은 지인들 나눠서 배달 해주었다 작은것에 감사하는 지인들 좋다
surprise,울 첫째딸 4학년의 작품^^ 처음에 사람 못그린다고 하더니 그린것 보고 너무 놀람~ 울 딸이지만 참 기특기특 ㅎㅎ 우리가 여행갔던 사진을 보고 그렸는데 너무 신기했네요~ 보고 조금이나마 힐링하셔요
surprise,머선129!! 우리 젓가락 매번 빼앗아 가길래 연우젓가락 사준다고하고 어제 좋아하는 엠버로다가 사줬는데 너 젓가락질 어디서 배웠니??? 처음 하는거 맞지??? 하는거 보고 놀람... . . . 4주
surprise,눈찔릴까봐 치워준 나뭇가지에 놀란 개쫄보 토선생님. 언덕을 굳이 올라가시겠다고 막 가시길래 다칠까봐 집사1이 나뭇가지치우는데 저리화들짝. 눈이 안보이고 더 예민해진 청각.
surprise,초4 아들이 미술시간에 그려온 그림 울마미랑 신랑이랑 나랑 정말 깜짝 놀람. 뜻밖에 재능을 발견한듯! 아들도 반에서 자기가 제일 잘 그린것같다고 자신감 뿜뿜 미술학원을 보내볼까..
surprise,내 유년시절을 살짝 걸친 뽀로로 허허 뽀로로가 18년 됐다고요..?10년 전에 나온게 아녔다니 너무나 당황스럽네욬ㅋㅋㅋ나 대학생 아니 고등학생 때 나온 것 같은데 너무 당황스럽넼ㅋㅋㅋㅋㅋㅋ
surprise,출근길 서프라이즈네 ㅋ ㅋ ㅋ 사진은 주차를 바싹해서 트렁크가 잘 안열리지 않아 이렇게만 바빠서 잘 못찍었어 미안해 ㅠㅠㅠㅠ 내눈에는 최고였어 ! . . . . @o_okej__91 9주
surprise,"회사에서도 이런거 1도 없던데... 학부모로 만나 친해지고 이렇게까지 챙겨주고~~ 넘나 고맙습니다. 인제는 엄마선생님,실장이 아닌 주원이엄마로써 맨날 놀자요~~~"
surprise,지난 일요일 출장지인 대구 숙소 가던중 청도에서 고라니가 무단횡단 하더라. 다행히 속도가 빠르지 않아 궁디만 쿵 하고 도망갔다. 블박 확인해보니 소리를 지르더라 내가ㅋㅋㅋ
surprise,"비 안올거란 확신이 들었디만 ,, 늦은저녁이 되니.. 비가 와도 너무와서 가상세계서 운전하는줄 죽다 살아났다 내멘탈이야~~~"
surprise,"기대,놀람,기쁨,설레임,기다림 그러다 걱정,근심 그리고 슬픔 온갖 감정을 다 느낀 길고도 짧은 7주. 그래도 든든한 내편 내사람덕에 웃으며 이야기 할 수 있는 지금. 4일"
surprise,. 제주와 곧 헤어질 시간 아빠가 낼 오기로했는데.. 약속이 깨지면서 목요일이면 빠이빠이ㅜ 보름살기 즐거웠다~?? 난 집에 가면 병 날거같다! 다인아~넌 제발 아프지말어랏 4주
surprise,게 아침부터 뒷짐 지고 뭐하시는거요! 할부지 똑같이 따라한다 ㅋㅋㅋㅋ 뒷짐 지고 ?? 과 대화중이신 윤진서! 딱 불러보니 도끼눈이 되서 쳐다본다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 1주
surprise,겁 많은 강아지. 지 혼자 놀래고 ’니가 그랬지?’ 라는 눈빛으로 가만히 있는 나 쳐다봄;;; 아무때나 잘 놀라서 누가 보면 평소에 내가 너 나쁘게 하는지 알겠다..ㅠㅠ
surprise,"도리도리 팡팡 초록 완두콩 세상 우리 리안, 첫 문센 나들이?? 40분동안 입을 다물지 못했던 그녀.... 완두콩보고 놀란 가슴... 진정이 안되네 (심각) 1일"
