,content
love,스윗캥거루 멋찐 진서군 카스에서 우연히 과거의 오늘 있었던 추억으루! 저희 아들두 이맘때가 있었어용 멋쨍이 아들로 저장되어있는 5학년 사춘기지만ㅋㅋ 너무 빨리 크는게 아쉬워용
love,"서울은 한강 라면이지 우리 맛있어서 또 끓여먹고, 크루즈타고 서울야경 구경 엄청 하고 동우의 계획은 아주 성공적이였어 벌써 또 서울여행 가고싶다ㅠ . 너무너무 즐거운 추억 만들어줘서 고맙구 앞으로도 좋은거 많이 보러 다니쟈 사랑해 내남친"
love,"밝고 꾸밈 없는 미소가 매력적이신 의 저자 과의 을 공개합니다! 저자의 신앙 여정과 다양한 사역의 경험들, 특별히 청년 사역과 그 중에서도 결혼에 대해 관심을 갖게 된 계기 등을 진솔하고도 유쾌하게 나누어주셨습니다. 2부 영상도 곧 공개하겠습니다."
love,랑랑남매 학교 수업 일찍 빼고 맞이 가게 신랑이랑 처음처럼 아님 주의 우리 예쁜 랑랑남매는 두마리 순삭하고 게딱지 볶음밥에 라면 배불리 먹고 숙소로 와서 보고 또 봐도 재미있는 보면서 내일도 우리 랑랑남매 신나게 놀아야 되니까 이제 자야겠어요.
love,스윗캥거루 엄마딸 민서양 카스에서 우연히 과거의 오늘 있었던 추억으루! 저희 딸두 이맘때가 있었어용 귀요미 지금두 우리집 귀요미지만!! 너무 빨리 크는게 아쉬워용
love,등산후 동동주가 너무먹구파서~ 수소문끝에 찾아가서 사옴 6병~~클리어 ㅋ ㅋ 브랴부랴 차에서 벌컥벌컥 맛나당~~이제되었네 ㅋ ㅋ 나머진 집가서 전부치고 양퍄에 매코미닭발까지 캬~~좋으네~~세상다가진기분~~ ㅋ ㅋ 한모금에 똑떨어짐 그래도좋당~~므시든
love,숲속을 걸어요~ 자연은 늘 나에게 힘을 준다~ 어깨동무하고 걷는 아빠와 딸!! 그 모습을 보고 있으니 괜히 뭉클하다~~~ 언제 이렇게 컸니?? 꿈을 꿀수있어 감사하고 도전할수 있어 더 큰 힘이 생긴다~ 더 잘할께요 사랑합니다
love,오늘은 즐거운 어린이날 너희들은 소중하고 특별하단다 오늘처럼 많은 사랑과 존중받으며 지혜롭게 잘 자라길~ 유능한 사람이 아닌 '유일한' 사람으로 우뚝설 수 있길 바라 어린이날을 진심으로 축하하며 사랑하고 축복해
love,이유를 담아 시간을 돌려 사연을 담아 기억을 돌려 아픔을 담아 희망을 돌려 감정을 담아 마음을 돌려 사랑을 담아 인생을 돌려 담고 돌아 다시 담고 또 돌아 시간과 기억이 흘러 감정과 마음에 담겨 사랑과 인생을 돌려 물레방아
love,"누군가와 사랑을 하려면 스스로를 먼저 사랑해야 한다고, 흔히들 얘기한다. 내가 가지고 태어난 사랑을, 나와 너라는 저울에 재야한다고. 그게 수평이어야만 행복해진다고. 나는 너를 바라본 잠깐의 깜빡임에 사랑을 모조리 내어줬는데 말이다."
love,언니의 최애 다솜이는 오늘도 관리받는중!~?? 언니사랑받고싶은 또순이는 언니초밀착!~?? - 흰둥이는 그냥 구경중!~?? - ?비오는 오늘 언니가 케어해주고 놀아주는중!~ 언니가 있어 다행
love,"쏠이의 3번째 어린이날 선물폭탄이 쏟아진다~~~ㅋㅋㅋ 비싼 타요 블럭 선물받고 타요버스만 가꼬노심,,,,ㅋㅋ 이모의 통큰선물!!!크~~ 다행히 어린이날 전에 도착!! 아직 더 받을 선물이 남았는디!!!쏠인 좋긋다~~"
love,열심히 일 한 당신.. 먹어랏!! ㅋㅋ 비오는날은 요거지~ ㅋ 에 ?? ㅎㅎ 는 입니다 오늘까지 진짜 쉼없이 스케줄을 달리고.. 딱 하루. 닷!!! 편한 ㅋㅋ 이럴거면 유니폼 맞추자고 ㅋㅋ
love,나는 결이라는 단어를 좋아한다 . 꿈결같은 순간 당신의 숨결 초록빛 머금은 나무의 결 그리고 빛에 반짝이는 물결 . 사람에게도 결이 있다 표현할 수 없는 그 사람만의 결 . 그 결이 아름다운 사람이 좋다
love,"자신과의 약속을 힘껏 지키는 중인 호야빠 멋지고 섹시해요 여보~ 멋진 아빠, 남편되기 프로젝트 무리하지 말고 과하지 않게 내일두 B2에서 20층까지 화팅 응원해요 "
love,행복한 시간이 너무 빨리 흘렀다 며칠동안 아이들과 너무나 좋은시간을 보내고 오늘 아이들을 보내며 서운함과... 너무나 예쁘고 멋있게 자라난 우리아이들~ 엄마걱정하느라... 건강할게 잘 지낼게 사랑한다~ 두딸?
love,비즈로만들기수업 마스크걸이줄을 만들기로했는데~ 상은이는 엄마팔찌.펭귄을좋아하는 성훈이는 펭귄이니셜 목걸이를~~ 서윤이는 남자친구팔찌를 선물해준다고 만들어갔다~~ 모두 즐겁게 집중하는모습이 사랑스럽다
love,가장 행복했던 사랑을 떠올리거나 가장 슬펐던 기억들을 돌이키거나 어쩐지 네 생각을 하지 않으면 글을 쓸 수가 없게 돼버린 건 어느 쪽을 택하더라도 네가 속해있기 때문이다
love,한달 전부터 고민 고민 해서 콕!!! 집어 이야기 한 선물... 날짜 맞춰서 할미 집으로 시켜놨지. 오늘 할미집에왔는데 현관앞에 똭!!!! 타이밍 굳 . . 그렇게 좋으니?ㅎㅎ 늬들이 웃으면 엄마도 좋아.
love,"태민이한테 편지를 받을 때 , 편지 봉투 옆에 조막만 한 애가 있어서 뭐냐고 물어봤더니 귀여운 우표를 그리고 싶어서 고민하다가 햄스터는 귀여우니까 우표 안에 그렸다고 말했다 . 얘 진짜 너무 귀엽다"
love,"첫 30대 생일 직접 축하도 해주시고, 기프티콘도 많이 보내주시고, 과분한 선물들 감사합니다!?? 알차고, 힐링한하루였습니다! 보답하겠습니다!!! 내일은 어린이날 차려입다 정상 오픈합니다"
love,"행복한 사람이 됨으로써, 그 행복으로부터 우리는 봉사합니다 저의 책들은 전국 온/오프라인 서점과 카카오톡 선물하기에서 만나보실 수 있어요 꼭 책으로 한 번 읽어보시길 바라요"
love,"산책 넘 나가고싶은데 하루 종일 비가 내리네,, 키즈카페는 예악자리도 다 차고 내일도 비소식이..뭐하구 놀아줘야 될까?ㅜㅇㅜ"
love,"오늘 온라인 미팅 중에 많이 울었다. 슬프거나,힘들어서 운 것은 아니다. 내가 살아있는 이유 내가 왜 이 일을 하는지에 대해 깊은 감동이 있었다. 나는 많은 사람들을 도와주고 죽을 것이다."
love,모듬과일전 내가 먹고싶다던 과일을 모두 사와서 이렇게 예쁘게 담아내주었다 사실 매일 이렇게 늘 예쁘게 먹여주고 싶다며 매번 정성스럽게 담아내주는 덕분에 늘 대접받는 기분이다
love,베냐민에 대하여는 일렀으되 여호와의 사랑을 입은 자는 그 곁에 안전히 거하리로다 여호와께서 그를 날이 마치도록 보호하시고 그로 자기 어깨 사이에 처하게 하시리로다
love,모든것이 좋았던 날들 가진것이라곤 오직 행복함뿐이었던 날들 그렇게 한차례의 봄이 지나갔고 지금의 우리는 이미 깨져버린 우리병처럼 다시 붙일수도 원래대로 돌아돌아갈수없는 그저 깨진 유리병
love,내가 두 발짝 다가가면 그대가 한 발짝만 물러서게 언젠간 닿는 그런 날이 올 때까지 그대가 멀어지지 않게 아주 조금씩 그리고 천천히 다가갈게요 그러니까 내 마음 조금만 더 알아줄래요?
love,먹먹해지는 공허함으로 침잠하는 기분은 느낄때마다 새롭다. 항상 버겁고 답답하다. 꽉 막힌 속과 다르게 세상은 아름답고 평온하다. 끝이 없는 인간의 욕심과 함께 아쉬움 또한 존재한다.
love,"너가 나를 보듬어 주면 나도 너를 보듬어 주고, 너가 나를 사랑해주면 나도 너를 사랑하는 관계. 갑과 을로 사람을 나누지 않고 한 명 조차 소중히 대해주는 그런 사람."
love,회사식당에서 받은 하트 계란말이~ 어쩜 이렇게 예쁘게 만들어주셨을까?ㅋㅋ 날 위한 사랑이라며 주셔서 더 감동!! 맛있어서 두 번 감동!!! 나 혼자 보기 아까운 하트라 올립니다~
love,“어린이날 기념으로 어린이집에서 작은행사가 있었어요 친구들이랑 함께 맛있는거 먹으면서 뽀로로 영화도 보고 에어바운스에서 놀았는데 재미있었는지 하루종일 싱글벙글이였어요~”
love,사실 저도 유치원에 좋아하던 친구가 태권도장 다니고 있어서 태권도 시작했었어요 깔깔 태권도 등록시켜 줄 때 엄마의 그 '귀엽다'는 표정은 아직도 기억이 나는군요
love,"여행은 언제나 즐겁고 설렌다. 낯선 곳, 낯선 사람들.. 익숙해진 것들을 뒤로 한 채 떠나는 여행은 또 다른 나를 살아가게 한다"
love,생일의 정점을 찍었다 외식으로 첨 먹어보는 음식을 사줘서 넘맛나게 먹고왔다 아들과 딸의 합작으로? 아들은 천안서 물질공세만ㅋ 고마워 얘들아 글구 여보야도
love,사랑을 할 때의 나는?! 짝사랑이든 썸이든 연애든 그 순간의 그 몽글몽글한 기분이 너무 좋아요?? 여러분도 그러시나요?흐흫 설레고싶다??
love,당연함에 당연하지 않음을 이야기해본다 몰이해에 이해를 구해본다 찰떡같이 알아듣지 못해서 미안하다 그런데말야 개떡같이 말하지 말아줄래
love,이모가 그랬다 ‘유아기에는 수면시간을 제외하고 60분 이상 눕거나 앉히면 안되고 아이들도 그렇지 않는다’고... 정신 없이 움직이는게 건강하다고....
